AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,Indegree,IsSingleNode,name,NeighborhoodConnectivity,Outdegree,PartnerOfMultiEdgedNodePairs,selected,SelfLoops,shared name,Stress
6.852331176372989,0.750901071332007,0.1459357369427831,0.0,14,9,1,FALSE,6269,9.333333333333334,8,0,FALSE,0,6269,72629846
0.0,0.0,0.0,0.0,0,1,1,FALSE,6268,11.0,0,0,FALSE,0,6268,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6257,11.0,0,0,FALSE,0,6257,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6256,11.0,0,0,FALSE,0,6256,0
1.0,0.004152845295035409,1.0,0.0,1,2,1,FALSE,6255,7.5,1,0,FALSE,0,6255,277212
0.0,0.0,0.0,0.0,0,1,1,FALSE,6261,11.0,0,0,FALSE,0,6261,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6260,11.0,0,0,FALSE,0,6260,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6259,11.0,0,0,FALSE,0,6259,0
5.915380786460926,1.4212876507462862,0.16905082463816898,0.00909090909090909,13,11,1,FALSE,6258,10.636363636363637,10,0,FALSE,0,6258,139812718
0.0,0.0,0.0,0.0,0,1,1,FALSE,6254,11.0,0,0,FALSE,0,6254,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6253,11.0,0,0,FALSE,0,6253,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6248,11.0,0,0,FALSE,0,6248,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6247,11.0,0,0,FALSE,0,6247,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6289,5.0,0,0,FALSE,0,6289,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6246,10.0,0,0,FALSE,0,6246,0
6.204247552679608,0.0992993974370673,0.16117989998127993,0.00909090909090909,15,11,1,FALSE,6245,16.454545454545453,10,0,FALSE,0,6245,8895303
9.195453791272607,0.010109433165156168,0.1087493910250627,0.0,18,3,1,FALSE,6244,8.0,2,0,FALSE,0,6244,650196
1.0,5.751195204474021E-4,1.0,0.0,1,2,1,FALSE,6243,7.5,1,0,FALSE,0,6243,40810
0.0,0.0,0.0,0.0,0,1,1,FALSE,6236,12.0,0,0,FALSE,0,6236,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6240,11.0,0,0,FALSE,0,6240,0
6.754770200763232,1.988355377161942,0.14804352631966788,0.0,14,11,1,FALSE,6239,4.636363636363637,10,0,FALSE,0,6239,199182296
0.0,0.0,0.0,0.0,0,1,1,FALSE,6238,11.0,0,0,FALSE,0,6238,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6235,11.0,0,0,FALSE,0,6235,0
7.807366849178696,0.012747371545104958,0.12808415683774305,0.0,17,2,1,FALSE,6234,11.5,1,0,FALSE,0,6234,737933
0.0,0.0,0.0,0.0,0,1,1,FALSE,6233,11.0,0,0,FALSE,0,6233,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6231,10.0,0,0,FALSE,0,6231,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6230,10.0,0,0,FALSE,0,6230,0
6.2865438858470215,0.6792742198436322,0.15906991475098314,0.0,16,11,1,FALSE,6229,8.727272727272727,10,0,FALSE,0,6229,65590772
0.0,0.0,0.0,0.0,0,1,1,FALSE,6228,42.0,0,0,FALSE,0,6228,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6227,42.0,0,0,FALSE,0,6227,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6226,42.0,0,0,FALSE,0,6226,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6225,42.0,0,0,FALSE,0,6225,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6224,42.0,0,0,FALSE,0,6224,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6223,42.0,0,0,FALSE,0,6223,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6222,42.0,0,0,FALSE,0,6222,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6221,42.0,0,0,FALSE,0,6221,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6220,42.0,0,0,FALSE,0,6220,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6219,42.0,0,0,FALSE,0,6219,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6218,42.0,0,0,FALSE,0,6218,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6217,42.0,0,0,FALSE,0,6217,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6216,42.0,0,0,FALSE,0,6216,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6215,42.0,0,0,FALSE,0,6215,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6214,42.0,0,0,FALSE,0,6214,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6213,42.0,0,0,FALSE,0,6213,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6212,42.0,0,0,FALSE,0,6212,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6211,42.0,0,0,FALSE,0,6211,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6210,42.0,0,0,FALSE,0,6210,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6209,42.0,0,0,FALSE,0,6209,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6208,42.0,0,0,FALSE,0,6208,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6207,42.0,0,0,FALSE,0,6207,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6206,42.0,0,0,FALSE,0,6206,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6205,42.0,0,0,FALSE,0,6205,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6204,42.0,0,0,FALSE,0,6204,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6203,42.0,0,0,FALSE,0,6203,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6202,42.0,0,0,FALSE,0,6202,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6201,42.0,0,0,FALSE,0,6201,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6200,42.0,0,0,FALSE,0,6200,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6199,42.0,0,0,FALSE,0,6199,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6198,42.0,0,0,FALSE,0,6198,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6197,42.0,0,0,FALSE,0,6197,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6188,11.0,0,0,FALSE,0,6188,0
1.0,8.129403563512957E-5,1.0,0.0,1,2,1,FALSE,6187,12.0,1,0,FALSE,0,6187,3224
6.487970798075327,0.1590271853418542,0.15413139656803826,0.0,15,12,2,FALSE,6186,10.166666666666666,10,0,FALSE,0,6186,15090687
0.0,0.0,0.0,0.0,0,1,1,FALSE,6185,11.0,0,0,FALSE,0,6185,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6184,11.0,0,0,FALSE,0,6184,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6183,11.0,0,0,FALSE,0,6183,0
1.0,0.1772254169866772,1.0,0.0,1,5,1,FALSE,6194,4.8,4,0,FALSE,0,6194,17162174
6.0867761738841875,0.35244550910507794,0.1642905819817364,0.0,16,10,1,FALSE,6193,9.2,9,0,FALSE,0,6193,33848841
0.0,0.0,0.0,0.0,0,1,1,FALSE,6192,11.0,0,0,FALSE,0,6192,0
7.014766882362701,0.0469297386848534,0.1425564123184635,0.0,16,2,1,FALSE,6191,13.5,1,0,FALSE,0,6191,4097803
0.0,0.0,0.0,0.0,0,1,1,FALSE,6190,11.0,0,0,FALSE,0,6190,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6189,11.0,0,0,FALSE,0,6189,0
6.339804214368674,0.45706441764138395,0.15773357759748757,0.00909090909090909,15,11,1,FALSE,6196,15.454545454545455,10,0,FALSE,0,6196,46519790
0.0,0.0,0.0,0.0,0,1,1,FALSE,6195,11.0,0,0,FALSE,0,6195,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6182,12.0,0,0,FALSE,0,6182,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6281,11.0,0,0,FALSE,0,6281,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6280,11.0,0,0,FALSE,0,6280,0
6.12344449975112,0.752294282789327,0.16330677938546578,0.0,15,11,1,FALSE,6180,15.363636363636363,10,0,FALSE,0,6180,71926923
0.0,0.0,0.0,0.0,0,2,2,FALSE,6179,7.0,0,0,FALSE,0,6179,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6178,12.0,0,0,FALSE,0,6178,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6177,12.0,0,0,FALSE,0,6177,0
0.0,0.0,0.0,0.0,0,2,2,FALSE,6176,11.0,0,0,FALSE,0,6176,0
6.253359880537581,0.05163387492569673,0.15991403327230755,0.011111111111111112,14,10,1,FALSE,6175,56.9,9,0,FALSE,0,6175,6509709
6.3627011780321885,0.03392203016676355,0.1571659538959007,0.09090909090909091,15,11,1,FALSE,6174,69.36363636363636,10,0,FALSE,0,6174,5170727
0.0,0.0,0.0,0.0,0,1,1,FALSE,6173,10.0,0,0,FALSE,0,6173,0
0.0,0.0,0.0,0.0,0,2,2,FALSE,6172,10.5,0,0,FALSE,0,6172,0
0.0,0.0,0.0,0.0,0,2,2,FALSE,6237,6.5,0,0,FALSE,0,6237,0
6.392566782810685,0.8402137422366448,0.15643168604651164,0.015151515151515152,16,12,2,FALSE,6171,9.916666666666666,10,0,FALSE,0,6171,89127770
6.206072672971628,2.578769772798562,0.16113249919794675,0.0,13,11,1,FALSE,6170,11.909090909090908,10,0,FALSE,0,6170,259413759
6.319396051103368,0.4160609073401387,0.15824297004227164,0.0,15,11,1,FALSE,6169,8.272727272727273,10,0,FALSE,0,6169,41983110
6.30031524805044,2.859386855057431,0.1587222163699568,0.0,14,11,1,FALSE,6252,7.2727272727272725,10,0,FALSE,0,6252,286106086
6.2334494773519165,2.2872801987985607,0.16042481833426495,0.0,15,11,1,FALSE,6251,13.272727272727273,10,0,FALSE,0,6251,224157120
0.0,0.0,0.0,0.0,0,1,1,FALSE,6250,13.0,0,0,FALSE,0,6250,0
6.874232619877219,1.5311642686465259,0.14547078274721828,0.0,15,11,1,FALSE,6249,7.2727272727272725,10,0,FALSE,0,6249,145731130
0.0,0.0,0.0,0.0,0,1,1,FALSE,6167,10.0,0,0,FALSE,0,6167,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6156,11.0,0,0,FALSE,0,6156,0
1.0,0.35456275718841557,1.0,0.0,1,10,1,FALSE,6155,4.6,9,0,FALSE,0,6155,34839851
0.0,0.0,0.0,0.0,0,1,1,FALSE,6154,11.0,0,0,FALSE,0,6154,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6153,11.0,0,0,FALSE,0,6153,0
6.076655052264808,3.1264325384846066,0.16456422018348624,0.0,15,11,1,FALSE,6152,11.454545454545455,10,0,FALSE,0,6152,335778926
0.0,0.0,0.0,0.0,0,2,2,FALSE,6151,11.0,0,0,FALSE,0,6151,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6150,2.0,0,0,FALSE,0,6150,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6149,11.0,0,0,FALSE,0,6149,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6148,11.0,0,0,FALSE,0,6148,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6147,11.0,0,0,FALSE,0,6147,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6146,11.0,0,0,FALSE,0,6146,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6145,11.0,0,0,FALSE,0,6145,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6144,11.0,0,0,FALSE,0,6144,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6143,11.0,0,0,FALSE,0,6143,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6142,11.0,0,0,FALSE,0,6142,0
6.555168408826946,1.0338635933742188,0.15255138199858256,0.0,16,11,1,FALSE,6141,8.818181818181818,10,0,FALSE,0,6141,106240479
0.0,0.0,0.0,0.0,0,1,1,FALSE,6140,11.0,0,0,FALSE,0,6140,0
6.909905425584868,5.707905749400288,0.14471978101138164,0.0,16,42,1,FALSE,6139,3.357142857142857,41,0,FALSE,0,6139,527150297
0.0,0.0,0.0,0.0,0,3,3,FALSE,6166,18.666666666666668,0,0,FALSE,0,6166,0
6.632321221171395,0.45645677487546577,0.1507767743226678,0.0,16,11,1,FALSE,6165,10.545454545454545,10,0,FALSE,0,6165,42071223
0.0,0.0,0.0,0.0,0,1,1,FALSE,6164,34.0,0,0,FALSE,0,6164,0
1.0,0.45058299589496914,1.0,0.0,1,11,1,FALSE,6163,7.181818181818182,10,0,FALSE,0,6163,43311872
0.0,0.0,0.0,0.0,0,1,1,FALSE,6162,34.0,0,0,FALSE,0,6162,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6161,34.0,0,0,FALSE,0,6161,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6160,34.0,0,0,FALSE,0,6160,0
0.0,0.0,0.0,0.0,0,2,2,FALSE,6159,22.5,0,0,FALSE,0,6159,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6158,34.0,0,0,FALSE,0,6158,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6157,34.0,0,0,FALSE,0,6157,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6137,11.0,0,0,FALSE,0,6137,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6136,12.0,0,0,FALSE,0,6136,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6135,12.0,0,0,FALSE,0,6135,0
1.0,0.0015734078525779039,1.0,0.0,1,2,1,FALSE,6134,7.5,1,0,FALSE,0,6134,91710
0.0,0.0,0.0,0.0,0,1,1,FALSE,6130,11.0,0,0,FALSE,0,6130,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6129,11.0,0,0,FALSE,0,6129,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6128,11.0,0,0,FALSE,0,6128,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6127,11.0,0,0,FALSE,0,6127,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6126,11.0,0,0,FALSE,0,6126,0
6.522648083623693,0.8123309955063831,0.15331196581196582,0.0,14,11,1,FALSE,6125,7.818181818181818,10,0,FALSE,0,6125,88345944
6.944250871080139,0.5514575810663048,0.14400401404917212,0.0,16,11,1,FALSE,6124,7.545454545454546,10,0,FALSE,0,6124,60159883
6.509872241579559,0.04669656124212733,0.1536128456735058,0.0,15,11,1,FALSE,6123,6.2727272727272725,10,0,FALSE,0,6123,3459572
0.0,0.0,0.0,0.0,0,2,2,FALSE,6120,10.5,0,0,FALSE,0,6120,0
0.0,0.0,0.0,0.0,0,2,2,FALSE,6119,10.5,0,0,FALSE,0,6119,0
0.0,0.0,0.0,0.0,0,2,2,FALSE,6118,10.5,0,0,FALSE,0,6118,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6117,10.0,0,0,FALSE,0,6117,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6116,10.0,0,0,FALSE,0,6116,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6115,10.0,0,0,FALSE,0,6115,0
6.317570930811349,1.7127129151637475,0.1582886857863221,0.0,15,11,1,FALSE,6114,13.909090909090908,10,0,FALSE,0,6114,166359781
0.0,0.0,0.0,0.0,0,1,1,FALSE,6113,10.0,0,0,FALSE,0,6113,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6112,10.0,0,0,FALSE,0,6112,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6107,11.0,0,0,FALSE,0,6107,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6106,11.0,0,0,FALSE,0,6106,0
1.0,0.013296563064082499,1.0,0.0,1,2,1,FALSE,6105,6.5,1,0,FALSE,0,6105,1206327
6.43736518997843,0.11132559930316138,0.1553430589205629,0.0,16,10,1,FALSE,6111,11.6,9,0,FALSE,0,6111,10097669
6.498589679774349,0.8084321757385563,0.15387954145071106,0.0,16,11,1,FALSE,6110,7.818181818181818,10,0,FALSE,0,6110,83351603
0.0,0.0,0.0,0.0,0,1,1,FALSE,6109,11.0,0,0,FALSE,0,6109,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6104,11.0,0,0,FALSE,0,6104,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6103,11.0,0,0,FALSE,0,6103,0
6.295171727227476,0.760238504030123,0.1588519016367518,0.0,16,11,2,FALSE,6102,7.818181818181818,9,0,FALSE,0,6102,75977733
0.0,0.0,0.0,0.0,0,1,1,FALSE,6101,11.0,0,0,FALSE,0,6101,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6100,11.0,0,0,FALSE,0,6100,0
6.613406338145014,1.3784697250619637,0.15120800822900726,0.0,16,12,2,FALSE,6099,7.833333333333333,10,0,FALSE,0,6099,143432755
0.0,0.0,0.0,0.0,0,2,2,FALSE,6098,11.0,0,0,FALSE,0,6098,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6097,11.0,0,0,FALSE,0,6097,0
6.686411149825784,0.8548825155569373,0.1495570609692548,0.007575757575757576,15,12,2,FALSE,6095,6.916666666666667,10,0,FALSE,0,6095,84452298
6.2817322050771525,0.7646645005261536,0.15919175911251982,0.00909090909090909,15,11,1,FALSE,6094,9.090909090909092,10,0,FALSE,0,6094,78033904
8.57624025219844,0.10784262667075883,0.11660121108940007,0.0,16,3,2,FALSE,6096,12.0,1,0,FALSE,0,6096,8627213
7.341961174713788,0.40331445132573207,0.13620338983050848,0.0,18,10,1,FALSE,6093,7.5,9,0,FALSE,0,6093,41145436
6.1333997013439525,0.15804455128535416,0.1630417140074663,0.03333333333333333,15,10,1,FALSE,6092,57.7,9,0,FALSE,0,6092,14996882
0.0,0.0,0.0,0.0,0,2,2,FALSE,6091,7.0,0,0,FALSE,0,6091,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6090,11.0,0,0,FALSE,0,6090,0
1.0,0.00899252994456867,1.0,0.0,1,2,1,FALSE,6089,6.5,1,0,FALSE,0,6089,721381
6.374813339970134,0.2743684416197069,0.15686733817443585,0.0,14,10,1,FALSE,6088,9.0,9,0,FALSE,0,6088,23845672
0.0,0.0,0.0,0.0,0,2,2,FALSE,6086,11.0,0,0,FALSE,0,6086,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6085,11.0,0,0,FALSE,0,6085,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6084,11.0,0,0,FALSE,0,6084,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6083,11.0,0,0,FALSE,0,6083,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6082,11.0,0,0,FALSE,0,6082,0
6.022067363530778,0.32248532023323057,0.1660559305689489,0.05555555555555555,14,9,1,FALSE,6081,19.22222222222222,8,0,FALSE,0,6081,25391158
0.0,0.0,0.0,0.0,0,1,1,FALSE,6080,12.0,0,0,FALSE,0,6080,0
6.472706155632985,2.7457289093343924,0.15449488605777856,0.0,14,10,1,FALSE,6079,10.7,9,0,FALSE,0,6079,275752845
6.373983739837398,0.6629847916284198,0.1568877551020408,0.0,15,11,1,FALSE,6078,10.0,10,0,FALSE,0,6078,65823060
6.07715281234445,0.2546509143482485,0.16455074125645014,0.02727272727272727,15,11,1,FALSE,6077,61.54545454545455,10,0,FALSE,0,6077,29485068
0.0,0.0,0.0,0.0,0,1,1,FALSE,6076,11.0,0,0,FALSE,0,6076,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6075,12.0,0,0,FALSE,0,6075,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6074,12.0,0,0,FALSE,0,6074,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6073,12.0,0,0,FALSE,0,6073,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6072,11.0,0,0,FALSE,0,6072,0
6.642774182843869,0.4145117479380707,0.1505395144370067,0.0,16,11,1,FALSE,6070,8.545454545454545,10,0,FALSE,0,6070,41940790
6.885017421602788,0.4394257188497051,0.14524291497975708,0.0,16,10,1,FALSE,6069,8.8,9,0,FALSE,0,6069,42102033
0.0,0.0,0.0,0.0,0,1,1,FALSE,6068,11.0,0,0,FALSE,0,6068,0
5.923676787788286,0.1158305873936539,0.16881407204078205,0.044444444444444446,15,10,1,FALSE,6067,57.5,9,0,FALSE,0,6067,11793109
6.311431889829103,1.000235637314181,0.15844265096348484,0.0,15,11,1,FALSE,6066,9.181818181818182,10,0,FALSE,0,6066,98246659
0.0,0.0,0.0,0.0,0,2,2,FALSE,6065,10.5,0,0,FALSE,0,6065,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6064,10.0,0,0,FALSE,0,6064,0
7.091090094574415,0.12454115931534707,0.1410220412747438,0.0,17,11,1,FALSE,6063,7.545454545454546,10,0,FALSE,0,6063,11018866
0.0,0.0,0.0,0.0,0,1,1,FALSE,6055,11.0,0,0,FALSE,0,6055,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6054,11.0,0,0,FALSE,0,6054,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6058,11.0,0,0,FALSE,0,6058,0
1.0,0.0012105019026610285,1.0,0.0,1,2,1,FALSE,6057,7.5,1,0,FALSE,0,6057,68219
0.0,0.0,0.0,0.0,0,1,1,FALSE,6056,11.0,0,0,FALSE,0,6056,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6053,11.0,0,0,FALSE,0,6053,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6052,11.0,0,0,FALSE,0,6052,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6051,11.0,0,0,FALSE,0,6051,0
7.466069354571097,1.3050615420279177,0.13393928619049736,0.0,17,11,1,FALSE,6050,5.0,10,0,FALSE,0,6050,109139061
6.6764559482329515,3.094235499520813,0.1497800641169015,0.0,16,11,1,FALSE,6049,5.2727272727272725,10,0,FALSE,0,6049,304178948
0.0,0.0,0.0,0.0,0,1,1,FALSE,6048,14.0,0,0,FALSE,0,6048,0
7.88369006139041,0.24617088935252082,0.12684415447753342,0.0,16,2,1,FALSE,6047,13.0,1,0,FALSE,0,6047,21730314
6.03384768541563,6.492106996126726,0.16573172743771655,0.007575757575757576,15,12,2,FALSE,6046,18.5,10,0,FALSE,0,6046,604138578
7.444997511199602,0.020605968689407814,0.13431837935414856,0.0,16,2,1,FALSE,6045,13.5,1,0,FALSE,0,6045,3398312
0.0,0.0,0.0,0.0,0,1,1,FALSE,6044,14.0,0,0,FALSE,0,6044,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6043,14.0,0,0,FALSE,0,6043,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6042,14.0,0,0,FALSE,0,6042,0
0.0,0.0,0.0,0.0,0,3,3,FALSE,6041,11.0,0,0,FALSE,0,6041,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6040,2.0,0,0,FALSE,0,6040,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6035,11.0,0,0,FALSE,0,6035,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6034,11.0,0,0,FALSE,0,6034,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6033,11.0,0,0,FALSE,0,6033,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6032,11.0,0,0,FALSE,0,6032,0
1.0,0.0011453074740973015,1.0,0.0,1,2,1,FALSE,6031,7.0,1,0,FALSE,0,6031,64032
0.0,0.0,0.0,0.0,0,1,1,FALSE,6030,10.0,0,0,FALSE,0,6030,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6029,10.0,0,0,FALSE,0,6029,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6028,10.0,0,0,FALSE,0,6028,0
0.0,0.0,0.0,0.0,0,2,2,FALSE,6027,10.0,0,0,FALSE,0,6027,0
0.0,0.0,0.0,0.0,0,1,1,FALSE,6026,10.0,0,0,FALSE,0,6026,0
0.0,0.0,0.0,0.0,0,2,2,FALSE,6022,41.5,0,0,FALSE,0,6022,0
