ClosenessCentrality,ClusteringCoefficient,NeighborhoodConnectivity,Indegree,Outdegree,name
0.1482839217615943,0.0,8.363636363636363,1,10,3998
0.0,0.0,15.0,2,0,3999
0.16173353012209848,0.0,11.916666666666666,2,10,55
0.0,0.022222222222222223,11.8,10,0,56
0.0,0.0,14.090909090909092,11,0,57
0.0,0.0,11.4,5,0,58
0.0,0.0,12.25,4,0,59
0.15172188097875342,0.0,9.916666666666666,3,9,60
0.16839899413243922,0.0,10.181818181818182,1,10,61
0.14576631920090938,0.0,10.166666666666666,3,9,62
0.12876554287911807,0.0,8.8,11,9,63
0.15673271961304416,0.0,13.133333333333333,5,10,64
0.12501037086202604,0.0,7.428571428571429,4,10,65
0.0,0.0,11.5,2,0,1937
0.0,0.0,12.0,1,0,1938
1.0,0.0,10.8,4,1,1939
0.0,0.0,11.714285714285714,14,0,1940
0.13887416760754856,0.007575757575757576,7.0,2,10,1941
0.14249574427841877,0.0,8.642857142857142,5,9,1942
0.16265889401667882,0.0,9.923076923076923,3,10,1943
0.0,0.0,13.666666666666666,3,0,1944
0.15199737718147888,0.0,10.714285714285714,4,10,1945
0.16353276353276355,0.0,9.0,2,10,907
0.1693025084974297,0.022727272727272728,48.25,2,10,1992
0.0,0.0,12.0,3,0,1993
0.1679251065726784,0.0,11.037037037037036,3,24,1994
0.1309961094568454,0.0,14.0,1,1,1995
0.15912871287128713,0.0,10.545454545454545,1,10,1996
0.0,0.0,13.0,2,0,1997
1.0,0.0,6.0,1,1,1998
0.15942335669884936,0.005494505494505495,12.928571428571429,4,10,1999
0.0,0.0,21.0,9,0,1064
0.0,0.03333333333333333,13.0,6,0,1194
0.0,0.0,12.666666666666666,3,0,1196
0.17044201238652754,0.01282051282051282,12.0,3,10,1198
0.0,0.0,12.0,1,0,1959
0.0,0.0,12.0,1,0,1960
0.0,0.0,12.2,5,0,1961
0.0,0.0,12.0,1,0,1962
0.0,0.0,12.0,1,0,1963
0.0,0.08333333333333333,15.5,4,0,1364
1.0,0.0,8.571428571428571,2,5,1950
0.0,0.0,20.0,1,0,1977
0.0,0.0,15.0,2,0,1978
0.0,0.0,16.0,2,0,1979
0.0,0.0,14.444444444444445,9,0,1980
0.13912421227580157,0.0,7.5,2,10,1981
0.13517696137801102,0.0,15.75,3,1,1982
0.0,0.0,11.0,4,0,1983
0.14206246317030052,0.05,12.8,2,3,91
0.1305110437418796,0.0,12.529411764705882,12,5,102
0.0,0.0,12.88888888888889,9,0,106
0.16628959276018102,0.005494505494505495,11.071428571428571,6,8,1946
0.1549915136553001,0.0,10.44,15,10,1947
0.16117989998127993,0.019230769230769232,50.15384615384615,3,10,1948
0.0,0.0,12.25,4,0,1949
1.0,0.0,9.0,1,1,1951
0.0,0.0,19.8,5,0,1952
0.0,0.0,12.142857142857142,7,0,86
0.14229053049082796,0.0,8.181818181818182,1,10,2003
0.0,0.0,12.75,4,0,2004
0.0,0.0,12.4,5,0,2005
0.0,0.0,14.0,4,0,2006
0.0,0.0,12.5,4,0,2008
0.0,0.0,14.0,1,0,2009
0.1532811467493519,0.0,6.9,0,10,66
0.1527679205110007,0.0,11.083333333333334,2,10,67
0.14919794039013765,0.0,11.75,2,10,68
0.0,0.0,12.6,5,0,69
0.0,0.0,10.0,1,0,70
0.0,0.0,10.333333333333334,6,0,71
0.0,0.0,10.0,1,0,72
0.16766350460400034,0.004761904761904762,14.333333333333334,5,10,73
0.0,0.0,10.0,1,0,74
0.1358564569573744,0.0,11.571428571428571,4,10,75
0.14817455439459126,0.0,9.470588235294118,7,10,472
0.0,0.01282051282051282,12.076923076923077,13,0,534
0.0,0.013888888888888888,13.88888888888889,9,0,1123
0.0,0.0,12.555555555555555,9,0,2222
0.0,0.0,13.0,9,0,2789
0.0,0.0,11.4,5,0,3052
0.0,0.0,13.0,2,0,3332
0.0,0.0,14.0,4,0,3769
0.15359327217125382,0.0,11.9,5,5,3956
0.0,0.01098901098901099,16.642857142857142,14,0,152
0.0,0.006535947712418301,15.444444444444445,18,0,219
0.14400401404917212,0.0125,11.0,6,10,346
0.15629781385337518,0.0,9.642857142857142,4,10,965
0.0,0.0,12.0,1,0,1953
0.0,0.0,13.8,10,0,1955
0.0,0.002631578947368421,14.0,20,0,1956
0.0,0.0,12.5,4,0,1957
0.1625273036162123,0.00641025641025641,11.692307692307692,3,10,1958
0.16162076640476256,0.0,10.6,5,10,1969
0.0,0.0,15.0,1,0,1970
0.1469390740424702,0.0,8.75,2,10,1971
0.1363728928611834,0.0,10.0,3,10,1972
0.15723975997912862,0.0,9.545454545454545,2,9,1973
0.1496647628507574,0.0032679738562091504,8.555555555555555,8,10,1974
0.0,0.0,13.0,4,0,1975
0.0,0.0,14.666666666666666,3,0,1976
0.0,0.0,12.333333333333334,9,0,190
0.0,0.0,12.615384615384615,13,0,262
0.0,0.0,12.666666666666666,3,0,1142
0.14473368233994524,0.004166666666666667,21.5,6,10,1337
0.0,0.0,14.0,1,0,1964
0.0,0.0,14.0,1,0,1965
0.0,0.0,14.0,1,0,1966
0.0,0.0,12.5,2,0,1967
0.14999253397043452,0.004761904761904762,11.066666666666666,6,9,1968
0.14503669835158225,0.0,8.5625,6,10,76
0.0,0.0,12.0,11,0,77
0.13444422137455664,0.0,10.307692307692308,6,7,78
0.0,0.0,15.5,2,0,79
0.12685216366391647,0.0,15.333333333333334,2,1,80
0.13147332140831552,0.0,8.142857142857142,4,10,81
0.0,0.0,17.75,4,0,82
0.16150383193097165,0.008333333333333333,30.9375,6,10,83
0.0,0.0,16.0,1,0,84
0.0,0.0,14.333333333333334,3,0,85
0.14253281305427457,0.00641025641025641,14.692307692307692,11,2,898
0.0,0.0,15.125,8,0,1157
0.0,0.0,11.0,5,0,1894
0.0,0.0,12.5,2,0,2203
0.0,0.0,12.25,4,0,2204
0.14285037093218933,0.0,8.363636363636363,2,9,2205
0.14526041792195898,0.0,7.818181818181818,1,10,2014
1.0,0.0,14.0,7,4,1067
0.13003797359109345,0.0,8.857142857142858,2,5,1984
0.0,0.0,15.75,4,0,1985
1.0,0.0,10.5,1,1,1986
0.130848223008619,0.0,6.0,2,10,1987
1.0,0.0,10.25,3,1,1988
0.14173172796538425,0.0,12.8,5,5,1989
0.0,0.0,16.333333333333332,3,0,1990
0.0,0.0,14.0,1,0,1991
0.16163810443318047,0.013841421736158578,21.662337662337663,67,10,148
0.16294033361269566,0.006666666666666667,23.84,15,10,351
0.0,0.00641025641025641,29.0,13,0,946
0.0,0.0,16.0,1,0,2000
0.15809768637532134,0.006060606060606061,17.644444444444446,35,10,2001
0.13132721765846644,0.0,6.818181818181818,1,10,87
0.0,0.0,11.0,1,0,88
0.14078815202410708,0.0,7.428571428571429,4,10,89
0.0,0.0,11.0,1,0,90
0.0,0.0,13.0,3,0,93
0.0,0.08333333333333333,12.25,4,0,94
0.0,0.0,11.5,4,0,95
0.0,0.0,13.75,12,0,96
0.0,0.0,10.333333333333334,3,0,97
0.1484848484848485,0.0,9.733333333333333,5,10,211
1.0,0.0,33.0,3,1,914
0.1558895039056438,0.0,9.444444444444445,8,10,1476
0.0,0.0,12.666666666666666,6,0,1776
0.0,0.0,11.75,4,0,2010
0.0,0.0,13.25,4,0,2011
0.0,0.0,14.0,1,0,2012
0.0,0.0,14.6,5,0,2013
0.14773869346733667,0.004761904761904762,10.4,6,9,243
0.0,0.03333333333333333,24.833333333333332,6,0,2194
0.0,0.041666666666666664,17.22222222222222,9,0,2015
0.0,0.0,12.666666666666666,3,0,2016
0.15474265177769223,0.0,9.4,0,10,98
0.0,0.0,12.5,2,0,99
0.1305138699408822,0.0,12.5,3,1,100
0.0,0.0,12.285714285714286,7,0,103
1.0,0.0,7.666666666666667,2,1,104
0.15497557212651067,0.0,11.076923076923077,3,10,105
0.0,0.0,13.166666666666666,6,0,107
0.16341747783411512,0.0029239766081871343,14.578947368421053,9,10,108
0.15008217540714178,0.0,7.4,5,10,2017
0.16143461723897787,0.017214397496087636,23.375,63,9,369
0.141591880843866,0.005420054200542005,15.25609756097561,72,10,422
0.15895664099588566,0.005614035087719298,16.157894736842106,66,10,559
0.0,0.011099365750528542,18.318181818181817,44,0,2018
0.0,0.0,11.4,5,0,2026
0.0,0.0,13.666666666666666,3,0,2027
0.0,0.0,17.0,1,0,2028
0.0,0.0,3.0,1,0,2025
0.0,0.00641025641025641,11.615384615384615,13,0,363
0.1644878687808739,0.029411764705882353,55.411764705882355,7,10,820
0.14722982216142272,0.0,7.5,2,10,1041
0.0,0.0,10.545454545454545,11,0,1240
0.0,0.0,13.0,1,0,2019
0.16075858205969432,0.054945054945054944,62.642857142857146,4,10,2020
0.0,0.0,14.5,2,0,2021
1.0,0.0,15.0,2,1,2022
0.152787284204122,0.0,15.8125,6,10,2023
0.15283377710155951,0.004761904761904762,10.4,5,10,2024
1.0,0.0,11.5,3,1,324
0.0,0.05,12.2,5,0,365
0.0,0.0,14.0,4,0,1486
0.163794977714969,0.01282051282051282,48.53846153846154,3,10,2037
0.1664089679165056,0.014285714285714285,44.266666666666666,5,10,2038
0.1638706870768645,0.0,10.866666666666667,5,10,2039
0.0,0.0,15.0,3,0,2040
0.0,0.0,17.0,2,0,2041
0.0,0.0,13.0,4,0,2042
0.16368376741533364,0.0,18.0,1,10,2043
0.1589369051071796,0.0,11.2,0,10,109
0.14575221880970232,0.0,9.333333333333334,8,10,110
0.1607114287238014,0.005494505494505495,12.571428571428571,4,10,111
0.16423238323614367,0.0,10.625,7,9,112
0.16175089235393575,0.007142857142857143,40.285714285714285,11,10,113
0.0,0.0,17.5,4,0,114
0.0,0.0,13.142857142857142,7,0,115
0.15604287489643745,0.0,9.8,5,10,116
0.0,0.0,12.88888888888889,9,0,117
0.0,0.0,12.25,4,0,118
0.0,0.0,30.25,4,0,119
0.0,0.0,12.625,8,0,1332
0.14028349975560367,0.0,8.071428571428571,4,10,1361
0.0,0.0,18.0,1,0,2029
0.0,0.0,16.5,2,0,2030
0.0,0.0,10.0,2,0,2031
0.1659005202455339,0.02857142857142857,57.06666666666667,5,10,2032
0.0,0.0,14.5,2,0,2033
0.0,0.0,23.666666666666668,3,0,2034
0.0,0.0,15.285714285714286,14,0,2035
0.0,0.0,12.666666666666666,6,0,2036
0.14809445413666855,0.0,7.545454545454546,1,10,1419
0.16117558966679146,0.02857142857142857,55.6,5,10,1561
0.15434849416103258,0.008771929824561403,10.578947368421053,9,10,1670
0.1316082541762201,0.002849002849002849,14.296296296296296,18,9,1787
0.0,0.0,12.0,7,0,1846
1.0,0.0,11.333333333333334,2,1,2065
0.16391971279373369,0.04945054945054945,57.57142857142857,4,10,2066
0.0,0.0,14.333333333333334,6,0,2067
0.14013020227853987,0.0,9.846153846153847,6,7,2068
0.15103748997594224,0.0,11.055555555555555,8,10,2069
0.0,0.0,12.4,5,0,1160
0.0,0.0,13.5,2,0,2044
0.0,0.0,16.0,1,0,2045
0.15825959089357455,0.08333333333333333,63.15384615384615,3,10,2046
0.16174655144651387,0.06060606060606061,63.5,2,10,2047
0.16796254493771426,0.0,11.153846153846153,3,10,2048
0.15996496536348434,0.01098901098901099,9.071428571428571,4,10,2049
0.15756450811743483,0.0,10.642857142857142,4,10,2050
0.1588225993464741,0.006639427987742594,15.910112359550562,79,10,1317
0.0,0.0,13.666666666666666,9,0,510
0.14698207535666383,0.0,12.071428571428571,7,7,1089
0.0,0.0,12.833333333333334,6,0,2051
0.16242656174203632,0.07272727272727272,57.09090909090909,2,9,2052
0.15659019460105486,0.02197802197802198,30.285714285714285,4,10,2053
0.0,0.0,17.5,4,0,2054
0.1513332998543665,0.0,9.6,5,10,2055
0.1625273036162123,0.03787878787878788,50.25,2,10,2056
0.16215125507815653,0.030303030303030304,67.41666666666667,2,10,120
0.12339284251904022,0.009899383317104837,17.126582278481013,69,10,122
0.14689609788198593,0.005420054200542005,13.74390243902439,72,10,125
0.0,0.0,34.333333333333336,3,0,578
0.0,0.0,29.5,4,0,658
0.0,0.0,49.5,2,0,1428
0.0,0.0,19.666666666666668,9,0,1451
0.0,0.0,46.0,2,0,2057
0.0,0.0,29.0,4,0,2058
0.0,0.0,23.6,5,0,2059
0.14066657330906035,0.06666666666666667,23.333333333333332,5,1,2060
0.0,0.0,34.666666666666664,3,0,2061
0.0,0.0,33.333333333333336,3,0,2062
0.16031813587274565,0.015132139812446719,19.159420289855074,60,9,146
0.16004992431686008,0.009899383317104837,16.556962025316455,69,10,390
0.1548402014181482,0.016826923076923076,17.153846153846153,55,10,423
0.0,0.0,38.333333333333336,3,0,2063
0.16228223700153477,0.01904761904761905,36.476190476190474,11,10,132
0.0,0.0,19.1,10,0,222
0.0,0.005263157894736842,17.45,20,0,503
0.14351708536730565,0.00641025641025641,15.0,3,10,1535
1.0,0.0,11.181818181818182,1,10,2070
0.0,0.0,46.0,3,0,2071
0.0,0.0,82.0,1,0,2072
0.0,0.0,82.0,1,0,2073
0.15041928721174005,0.00641025641025641,15.76923076923077,3,10,2075
0.0,0.0,37.0,3,0,696
0.0,0.03333333333333333,29.9,10,0,698
0.0,0.0,48.75,4,0,755
0.0,0.03333333333333333,47.166666666666664,6,0,947
0.0,0.00909090909090909,19.90909090909091,11,0,2077
0.16241780748086665,0.004195804195804196,15.136363636363637,56,10,175
0.0,0.012987012987012988,19.0,22,0,1246
0.0,0.0,54.0,2,0,2076
0.16775217100868406,0.0018115942028985507,14.791666666666666,14,10,133
0.0,0.0,30.5,4,0,778
0.1463432400932401,0.016666666666666666,14.0,6,10,864
0.0,0.0,30.25,4,0,2078
0.1508937960042061,0.02564102564102564,14.076923076923077,3,10,2079
0.15400930137476362,0.007575757575757576,13.416666666666666,2,10,2080
0.0,0.0,31.333333333333332,3,0,2081
0.0,0.0,42.0,2,0,2082
0.0,0.0,41.5,2,0,2083
0.16546782341313418,0.00641025641025641,12.538461538461538,3,10,130
0.17040827866998415,0.0,11.4,5,10,131
0.0,0.0,12.75,4,0,134
0.1552550231839258,0.007575757575757576,7.333333333333333,2,10,135
0.1586303100489551,0.0,9.538461538461538,4,9,136
1.0,0.16666666666666666,11.0,2,1,137
0.1408802973282532,0.007575757575757576,9.083333333333334,3,9,138
0.0,0.0,12.0,2,0,139
0.0,0.0,13.333333333333334,3,0,140
0.15376569037656904,0.0,10.4375,6,10,1466
0.13434832036735694,0.0,13.6,4,1,1831
0.16220362246682993,0.00909090909090909,21.363636363636363,1,10,2092
0.1644878687808739,0.0,17.9375,6,10,2093
0.15543921184298756,0.0,9.923076923076923,3,10,2094
1.0,0.0,9.666666666666666,2,1,2095
0.1628742838612042,0.045454545454545456,46.666666666666664,2,10,2096
0.0,0.0,13.333333333333334,3,0,2097
0.1540407912896795,0.002631578947368421,11.6,10,10,629
0.13005200353883004,0.004166666666666667,13.0,6,10,253
0.14475453934095495,0.0,20.272727272727273,4,7,1193
0.16475315729047071,0.014705882352941176,16.11764705882353,7,10,1531
0.16638599784667202,0.0,65.25,2,10,2084
0.0,0.0,16.333333333333332,3,0,2085
0.15628565501503994,0.0,10.65,10,10,2086
0.15740813288411817,0.01282051282051282,11.538461538461538,3,10,2087
0.15874311902441596,0.0,12.666666666666666,2,10,2088
0.17425118538221349,0.0,10.714285714285714,4,10,786
0.0,0.0,13.75,4,0,1150
0.0,0.0,12.666666666666666,3,0,1274
0.0,0.0,12.333333333333334,3,0,2099
0.0,0.0,12.0,1,0,2100
0.0,0.0,12.0,1,0,2101
0.8125,0.007575757575757576,7.0,2,10,2102
0.0,0.0,11.5,2,0,2103
0.0,0.0,13.166666666666666,6,0,470
0.0,0.0,12.25,4,0,2480
0.0,0.0,12.285714285714286,7,0,2984
0.0,0.0,11.0,4,0,3219
0.1581225731976073,0.011111111111111112,14.7,2,8,4463
0.16490191250102604,0.0,22.692307692307693,3,10,4944
0.0,0.0,12.666666666666666,3,0,4945
0.0,0.023809523809523808,11.142857142857142,7,0,1728
0.0,0.0,11.0,2,0,446
0.0,0.0,12.0,5,0,842
0.0,0.0,11.5,2,0,1096
0.0,0.0,11.8,5,0,1598
0.15025428799361787,0.0,8.5,2,10,1752
0.0,0.0,13.375,8,0,2089
0.0,0.0,12.75,8,0,2090
0.15262864667747164,0.0,10.642857142857142,4,10,2091
0.1583011583011583,0.025,43.625,6,10,141
0.0,0.0,34.666666666666664,3,0,142
0.16237842498046717,0.020114942528735632,20.829545454545453,78,10,149
0.0,0.0,17.0,2,0,150
0.0,0.0,26.9,10,0,2098
0.0,0.018333333333333333,23.24,25,0,265
0.14854340217873516,0.004086538461538462,15.153846153846153,56,9,667
0.15464949194293337,0.004166666666666667,14.25,6,10,285
0.16628959276018102,0.00641025641025641,16.076923076923077,3,10,3337
1.0,0.0,28.0,2,1,5048
0.14387682024349488,0.0,12.333333333333334,2,10,5171
0.1551271491815093,0.038461538461538464,60.46153846153846,3,10,5338
1.0,0.0,28.333333333333332,2,1,5940
0.14855072463768115,0.0,12.833333333333334,2,10,5941
0.0,0.0,69.0,1,0,5942
0.16650551150647844,0.02034428794992175,22.48611111111111,62,10,1245
0.15917914586799778,0.011764705882352941,19.098039215686274,41,10,238
0.14807626160876616,0.0,9.23076923076923,3,10,151
0.0,0.0,12.5,2,0,153
